1	0.16474161545435587
2	0.1809311918914318
3	0.07113297780354817
4	0.15061659614245096
5	0.09562781949838002
6	0.07149557148416837
7	0.06360882644852002
8	0.04896793762842814
9	0.11552033945918083
10	0.05315924435853958
11	0.04532274603843689
12	0.05500310535232226
13	0.06608599796891212
14	0.057114324222008385
15	0.05235806480050087
16	0.0948070449133714
17	0.05426463236411413
18	0.04682498425245285
19	0.07123565673828125
20	0.05611087506016096
21	0.05052921796838442
22	0.05727886160214742
23	0.04275562986731529
24	0.03838493054111799
25	0.03927504022916158
26	0.04089265440901121
27	0.04682419324914614
28	0.03926788146297137
29	0.0519238772491614
30	0.05353709186116854
31	0.04328120003143946
32	0.03417311112085978
33	0.04575864846507708
34	0.04370625192920367
35	0.04723358402649561
36	0.046840036287903786
37	0.04206396887699763
38	0.04399024695158005
39	0.0569380447268486
40	0.03287350386381149
41	0.0499195804198583
42	0.033287943030397095
43	0.03458255467315515
44	0.03873055800795555
45	0.05656860892971357
46	0.07092892999450366
47	0.03639689087867737
48	0.043026079734166466
49	0.049770129223664604
50	0.035107883935173355
